Category,cleaned_resume
TEACHER,"Positive reinforcement methods, Professional babysitter and nanny, Qualified tutor, Understands developmental disorders, Active listener, Infant, toddler and preschool curriculum expert, Skilled in working with special needs children, Reliable and punctual, Friendly, Cheerful and energetic, Behavior management techniques, Playful, Engaging, Active listening, Arts, crafts and games, Calm under pressure, Self-motivated, Language development skills, Organized activities for child development, Redirecting child behaviors, Establishing safe play environments, Monitoring child safety and wellness, Teaching personal care behaviors, Teamwork for de-escalation situations"
TEACHER,"Meticulous attention to detail, Professional communication, Conflict resolution techniques, Strong problem solver, Account Reconciliations, Cost accounting, Flexible and adaptive, Intimate knowledge of school system, Problem solving methodology and techniques, Customer service, Staff management, Scheduling, Payroll management, Record keeping, Lesson planning, Differentiated instruction, Relationship building"
TEACHER,"Highly Effective Teacher, Motivator, Innovator, Successful Leader, Classroom Discipline, Classroom Management, Creative Lesson Planning, Public Speaking, Active Learning"
TEACHER,"Apple and Windows programs, Microsoft Office Suite, Internet Proficiency, Social Media communication, small group interventions, lesson planning, student engagement, classroom management, direct assistance, report maintenance, analysis of proposals, mentoring, support for students, leadership, teamwork, organizational skills"
TEACHER,"Anatomy, aseptic techniques, Biology, calculators, calibration, DNA, Educator, English, equipment maintenance, Good Laboratory Practices, instruction, interpretation, laboratory procedures, laboratory tests, lesson plans, Pathology, PCR, Physiology I, QA, Real-Time, reporting, Research, Statistics, Teaching, Technician, Troubleshoot, workshops, Composition I, composition"
TEACHER,"Microsoft Office, Internet Research Skills, Transcription Abilities, Public Speaking, Leadership Skills, Effective Decision Maker, Independent Worker, Team Member, Self-motivating, Creative, Positive, Social Media Maintenance, Administrative duties, Proofing Ads and sales, Maintaining Department Budget, Business Development, Conference and Meeting Scheduling, Drafting Contracts, PowerPoint Presentations, Online Research, Preparing Proposals, File Maintenance, Record Keeping, Public Relations, Scheduling Travel, Excel Spreadsheet Preparation and Maintenance"
TEACHER,"skills  
Academic planning, administrative skills, case management, clerical, documentation and shorthand, research, lesson planning, newsletter development, coding and filing"
TEACHER,"Analytical Thinking, Knowledge of child development, Even Temperament, Excellent communication, Decision Making, Ethics, Interpersonal Relations, Interpersonal Awareness, Results Oriented, Life skill training, Mentoring, Leadership, Communication, Decision-making, Healthy boundaries, Support for learning difficulties, Budgeting, Organizational skills, Computer literate"
TEACHER,"skills  
instructional design, differentiated learning, technology integration, curriculum development, collaborative teamwork, instructional strategies, behavior management, event planning, content creation, program evaluation, research, strategic planning, supervision, grant writing, usability testing, website development, teaching, STEM education"
TEACHER,"CDL A, Private pilot license, computer literate, strong understanding of Windows products, can type 40 wpm, strong work ethic, demonstrated ability to inspire and motivate others, time management, administrative, arts, basic skills, coaching, customer service, inspection, instruction, inventory management, laundry, transport materials, meal preparation, personnel management, reading, safety, scheduling, shipping, supervision, teaching"
TEACHER,"AutoCAD, Autodesk Civil 3D, GIS, Construction cost estimating, HVAC Design, Autodesk Inventor Pro, Autodesk Revit, Microsoft Office, Pro/E, Solidworks, GIS Analyst, Lidar data, Microstation, MathCAD, CAD/CAM, Fortran, Elite HVAC, Trace 700, Carrier, NC Programming, Adobe (Acrobat, Flash, Photoshop), HTML, CSS, Wordpress, Windows 7/XP/2000, Android, MS-DOS"
ADVOCATE,"Member of Maryland Bar, Statutory Public Policy, Foreign Affairs, Human Rights Law, Diplomacy, Government Relations, Special Education Law, Health Law, Statutory Procedure, Multi-task management, Training, Liaison, Federal Government, Public Policy"
ADVOCATE,"Microsoft Word, Microsoft Office, Microsoft Outlook, Microsoft Power Point, Microsoft Excel, excellent communication, customer satisfaction, excellent customer service, Data Entry, decision making, discharge planning, email, filing, financial, Human Resource, managing, photography, problem resolution, quality assurance, Research, Sales, SLA, sound, phone, typing, written"
ADVOCATE,"conflict resolution, team building, mentoring, coaching, new-hire orientation, training and development, leadership development, performance appraisals, career counseling, employee retention, skill development, professional growth, succession planning, performance improvement, training program development, instructional techniques, multimedia materials, employee evaluations, cross-training, conflict resolution, benefits, payroll, policies, quality, employee development, Six Sigma, strategic, teaching, workshops"
ADVOCATE,"Detail-oriented, Effective time management, Strong written and oral communication skills, Strategic thinker, Goal-oriented, Relationship building, CRM Experience, Salesforce software"
ADVOCATE,"Public Safety, Administrative Support, Proficient in Lytec, Proficient in GSuite, Patient rights, Data entry, Time management, Problem-solving skills, Decision-making abilities, Crisis intervention, Crisis communication, Effective communication, Interpersonal skills"
